,Date,Transaction Count
366,09-07-2020 00:00,2618582
367,10-07-2020 00:00,2608093
368,11-07-2020 00:00,2631345
369,12-07-2020 00:00,2739394
370,13-07-2020 00:00,2809244
371,14-07-2020 00:00,3106937
372,15-07-2020 00:00,3098926
373,16-07-2020 00:00,2625402
374,17-07-2020 00:00,2614913
375,18-07-2020 00:00,2638165
376,19-07-2020 00:00,2746213
377,20-07-2020 00:00,2816064
378,21-07-2020 00:00,3113757
379,22-07-2020 00:00,3105746
380,23-07-2020 00:00,2632221
381,24-07-2020 00:00,2621732
382,25-07-2020 00:00,2644984
383,26-07-2020 00:00,2753033
384,27-07-2020 00:00,2822883
385,28-07-2020 00:00,3120577
386,29-07-2020 00:00,3112565
387,30-07-2020 00:00,2639041
388,31-07-2020 00:00,2628552
389,01-08-2020 00:00,2712932
390,02-08-2020 00:00,2820981
391,03-08-2020 00:00,2890831
392,04-08-2020 00:00,3188524
393,05-08-2020 00:00,3180513
394,06-08-2020 00:00,2706988
395,07-08-2020 00:00,2696499
396,08-08-2020 00:00,2719752
397,09-08-2020 00:00,2827800
398,10-08-2020 00:00,2897650
399,11-08-2020 00:00,3195344
400,12-08-2020 00:00,3187332
401,13-08-2020 00:00,2713808
402,14-08-2020 00:00,2703319
403,15-08-2020 00:00,2726571
404,16-08-2020 00:00,2834620
405,17-08-2020 00:00,2904470
406,18-08-2020 00:00,3202164
407,19-08-2020 00:00,3194152
408,20-08-2020 00:00,2720628
409,21-08-2020 00:00,2710139
410,22-08-2020 00:00,2733391
411,23-08-2020 00:00,2841440
412,24-08-2020 00:00,2911290
413,25-08-2020 00:00,3208983
414,26-08-2020 00:00,3200972
415,27-08-2020 00:00,2727448
416,28-08-2020 00:00,2716959
417,29-08-2020 00:00,2740211
418,30-08-2020 00:00,2848259
419,31-08-2020 00:00,2918110
420,01-09-2020 00:00,3138820
421,02-09-2020 00:00,3130808
422,03-09-2020 00:00,2657284
423,04-09-2020 00:00,2646795
424,05-09-2020 00:00,2670047
425,06-09-2020 00:00,2778096
